player_name,death_sr_overall,sr_vs_ra_fast,sr_vs_la_fast,sr_vs_ra_off_spin,sr_vs_ra_leg_spin,sr_vs_la_spin,sr_vs_la_chinaman
D Ganesh,65.22,65.22,65.22,65.22,65.22,65.22,65.22
R Ankad,88.24,88.24,88.24,88.24,88.24,88.24,88.24
Shoaib Rafiq,118.92,118.92,118.92,118.92,118.92,118.92,118.92
RR Saun,54.55,54.55,54.55,54.55,54.55,54.55,54.55
S Ravikumar,155.56,155.56,155.56,155.56,155.56,155.56,155.56
DV Devjani Mutreja,38.46,38.46,38.46,38.46,38.46,38.46,38.46
A Tripathi,13.33,13.33,13.33,13.33,13.33,13.33,13.33
PS Athavale,150.0,150.0,150.0,150.0,150.0,150.0,150.0
Irfan Khan,168.42,169.64,168.42,168.42,100.0,168.42,168.42
JA Clarkson,141.94,126.09,233.33,160.0,141.94,141.94,141.94
S Rungrueang,84.48,84.48,84.48,84.48,84.48,84.48,84.48
MK Thakur,132.2,132.2,132.2,132.2,132.2,132.2,132.2
W Ngowhuad,16.67,16.67,16.67,16.67,16.67,16.67,16.67
Tanzid Hasan,137.04,137.04,137.04,137.04,137.04,137.04,137.04
J Campbell,147.83,154.55,147.83,147.83,147.83,0.0,147.83
A Kalasi,107.69,107.69,107.69,107.69,107.69,107.69,107.69
Gaurav Tiwari,86.54,86.54,86.54,86.54,86.54,86.54,86.54
KH Abe,216.67,216.67,216.67,216.67,216.67,216.67,216.67
B Ito-Davis,145.45,145.45,145.45,145.45,145.45,145.45,145.45
Zaheer Zahiri,131.58,131.58,131.58,131.58,131.58,131.58,131.58
C Roberts,133.82,133.82,133.82,133.82,133.82,133.82,133.82
Kamran Ahmadzai,190.32,190.32,190.32,190.32,190.32,190.32,190.32
Tanzim Hasan Sakib,113.33,112.0,175.0,113.33,113.33,113.33,0.0
A Kadowaki Fleming,207.41,207.41,207.41,207.41,207.41,207.41,207.41
T Amarmend,42.42,42.42,42.42,42.42,42.42,42.42,42.42
O Lutbayar,78.12,78.12,78.12,78.12,78.12,78.12,78.12
T Tumursukh,24.0,24.0,24.0,24.0,24.0,24.0,24.0
M Vivekanandan,76.47,76.47,76.47,76.47,76.47,76.47,76.47
Z Shurentsetseg,26.32,26.32,26.32,26.32,26.32,26.32,26.32
Waqas Ali,57.89,57.89,57.89,57.89,57.89,57.89,57.89
F Khaliq,133.33,133.33,133.33,133.33,133.33,133.33,133.33
Zaki Ul Hassan,109.09,109.09,109.09,109.09,109.09,109.09,109.09
Jakob Gul,107.55,107.55,107.55,107.55,107.55,107.55,107.55
Isa Zaroo,131.58,131.58,131.58,131.58,131.58,131.58,131.58
KA Vimlesh,73.68,73.68,73.68,73.68,73.68,73.68,73.68
C Pyle,188.24,188.24,188.24,188.24,188.24,188.24,188.24
MD Patel,192.68,200.0,192.68,192.68,192.68,50.0,192.68
NP Kenjige,45.0,45.0,45.0,45.0,45.0,45.0,45.0
MW Forde,177.5,184.21,177.5,177.5,0.0,100.0,177.5
G Motie,115.07,129.23,0.0,115.07,0.0,115.07,115.07
OEG Baartman,54.55,61.11,0.0,54.55,54.55,54.55,50.0
N Peter,121.74,152.94,33.33,121.74,121.74,121.74,121.74
PE Kruger,96.55,96.55,96.55,96.55,96.55,96.55,96.55
MB Kruger,123.33,123.33,123.33,123.33,123.33,123.33,123.33
M Pathirana,41.18,42.86,33.33,41.18,41.18,41.18,41.18
JA Burns,240.0,240.0,240.0,240.0,240.0,240.0,240.0
Amal Jacob,75.47,75.47,75.47,75.47,75.47,75.47,75.47
Danyal Akbar,100.0,100.0,100.0,100.0,100.0,100.0,100.0
M Jansen,193.75,188.37,240.0,193.75,193.75,193.75,193.75
L Ward,122.22,122.22,122.22,122.22,122.22,122.22,122.22
Karanbir Singh,128.0,128.0,128.0,128.0,128.0,128.0,128.0
Waqar Zalmai,131.58,131.58,131.58,131.58,131.58,131.58,131.58
Amar Naeem,126.92,126.92,126.92,126.92,126.92,126.92,126.92
Baseer Khan,160.78,160.78,160.78,160.78,160.78,160.78,160.78
Rameez Khan,127.27,127.27,127.27,127.27,127.27,127.27,127.27
Ali Hussain,85.71,85.71,85.71,85.71,85.71,85.71,85.71
E Bhonkar,36.36,36.36,36.36,36.36,36.36,36.36,36.36
Y Divekar,72.22,72.22,72.22,72.22,72.22,72.22,72.22
Virendra Kumar,115.79,115.79,115.79,115.79,115.79,115.79,115.79
JAM Henri,122.58,122.58,122.58,122.58,122.58,122.58,122.58
Muhammad Moiz,183.33,183.33,183.33,183.33,183.33,183.33,183.33
Zafer Durmaz,165.0,165.0,165.0,165.0,165.0,165.0,165.0
Muhammad Burhan,104.44,104.44,104.44,104.44,104.44,104.44,104.44
I Asif,160.0,160.0,160.0,160.0,160.0,160.0,160.0
Bilal Zalmai,152.63,152.63,152.63,152.63,152.63,152.63,152.63
H Dandapani,113.33,113.33,113.33,113.33,113.33,113.33,113.33
Taranjit Singh,240.26,240.26,240.26,240.26,240.26,240.26,240.26
A Shahi,184.44,184.44,184.44,184.44,184.44,184.44,184.44
S Gooch,180.43,188.64,180.43,0.0,180.43,180.43,180.43
Aditya Panwar,127.78,127.78,127.78,127.78,127.78,127.78,127.78
S Burdekin,96.88,96.88,96.88,96.88,96.88,96.88,96.88
MPGT Ketiyage,139.39,139.39,139.39,139.39,139.39,139.39,139.39
R Siriwardena,72.73,72.73,72.73,72.73,72.73,72.73,72.73
B Mahesh,160.0,160.0,160.0,160.0,160.0,160.0,160.0
P Gheewala,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kamal Raiz,50.0,50.0,50.0,50.0,50.0,50.0,50.0
M Dale-Bradley,83.33,83.33,83.33,83.33,83.33,83.33,83.33
C Forshaw,78.26,78.26,78.26,78.26,78.26,78.26,78.26
A Limdawala,126.92,126.92,126.92,126.92,126.92,126.92,126.92
Yves Cyusa,72.5,72.5,72.5,72.5,72.5,72.5,72.5
SZ Vayani,106.4,106.4,106.4,106.4,106.4,106.4,106.4
M Stanikzai,121.21,121.21,121.21,121.21,121.21,121.21,121.21
ZXM Vukusic,150.0,150.0,150.0,150.0,150.0,150.0,150.0
M Grzinic,72.73,72.73,72.73,72.73,72.73,72.73,72.73
PS Roberts,117.24,117.24,117.24,117.24,117.24,117.24,117.24
Merwais Shinwari,23.08,23.08,23.08,23.08,23.08,23.08,23.08
LW Potthoff,50.0,50.0,50.0,50.0,50.0,50.0,50.0
KJ Ferrary,142.86,142.86,142.86,142.86,142.86,142.86,142.86
Mandeep Singh,127.27,127.27,127.27,127.27,127.27,127.27,127.27
R Parag,208.7,221.05,208.7,150.0,208.7,208.7,208.7
PHKD Mendis,138.81,160.0,37.5,138.81,138.81,138.81,50.0
C Wickramasinghe,127.27,127.27,127.27,127.27,127.27,127.27,127.27
A Sathyan,90.91,90.91,90.91,90.91,90.91,90.91,90.91
A Magdalenic,52.0,52.0,52.0,52.0,52.0,52.0,52.0
V Pulibanti,57.14,57.14,57.14,57.14,57.14,57.14,57.14
S Houghton,33.33,33.33,33.33,33.33,33.33,33.33,33.33
K Kekez,50.0,50.0,50.0,50.0,50.0,50.0,50.0
A Davidson Soler,94.29,94.29,94.29,94.29,94.29,94.29,94.29
HB Dickson,250.0,250.0,250.0,250.0,250.0,250.0,250.0
A Ilaoa,107.69,107.69,107.69,107.69,107.69,107.69,107.69
Noah Mead,66.67,66.67,66.67,66.67,66.67,66.67,66.67
J Cama,176.92,176.92,176.92,176.92,176.92,176.92,176.92
P Dakainivanua,96.97,96.97,96.97,96.97,96.97,96.97,96.97
P Kotoisuva,136.36,136.36,136.36,136.36,136.36,136.36,136.36
JQK Moala,46.15,46.15,46.15,46.15,46.15,46.15,46.15
D Visser,219.7,219.7,219.7,219.7,219.7,219.7,219.7
A Sokovagone,178.57,178.57,178.57,178.57,178.57,178.57,178.57
AJA Samuels,52.38,52.38,52.38,52.38,52.38,52.38,52.38
T Wuatai,40.91,40.91,40.91,40.91,40.91,40.91,40.91
J Chialoufas,183.33,183.33,183.33,183.33,183.33,183.33,183.33
V Khanduri,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Ali Rasool,38.46,38.46,38.46,38.46,38.46,38.46,38.46
Muhammad Umar,138.82,138.82,138.82,138.82,138.82,138.82,138.82
D Kegasitswe,45.45,45.45,45.45,45.45,45.45,45.45,45.45
K Mothlhanka,150.0,150.0,150.0,150.0,150.0,150.0,150.0
H Pragji,76.92,76.92,76.92,76.92,76.92,76.92,76.92
Saeed Ahmed,175.68,175.68,175.68,175.68,175.68,175.68,175.68
Samiullah Rahmani,178.82,178.82,178.82,178.82,178.82,178.82,178.82
Adnan Ilyas,123.08,123.08,123.08,123.08,123.08,123.08,123.08
Sufyan Mehmood,83.56,83.56,83.56,83.56,83.56,83.56,83.56
KT Maphaka,79.17,79.17,79.17,79.17,79.17,79.17,79.17
Rahat Ali,113.64,113.64,113.64,113.64,113.64,113.64,113.64
S Chaudhary,40.0,40.0,40.0,40.0,40.0,40.0,40.0
NM Salonen,190.91,190.91,190.91,190.91,190.91,190.91,190.91
E Kuchey,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Samader Shadab,133.33,133.33,133.33,133.33,133.33,133.33,133.33
S Vasilakis,50.0,50.0,50.0,50.0,50.0,50.0,50.0
M Vandrasi,158.33,158.33,158.33,158.33,158.33,158.33,158.33
N Katechis,20.0,20.0,20.0,20.0,20.0,20.0,20.0
Zeerak Chughtai,102.44,102.44,102.44,102.44,102.44,102.44,102.44
Huzaif Yousuf,88.89,88.89,88.89,88.89,88.89,88.89,88.89
M Worndl,92.86,92.86,92.86,92.86,92.86,92.86,92.86
Muhammad Tahir,27.27,27.27,27.27,27.27,27.27,27.27,27.27
R Dianish,70.0,70.0,70.0,70.0,70.0,70.0,70.0
S Cotter,126.09,126.09,126.09,126.09,126.09,126.09,126.09
A Parima,115.38,115.38,115.38,115.38,115.38,115.38,115.38
JL Tutty,57.14,57.14,57.14,57.14,57.14,57.14,57.14
OE Taylor,57.58,57.58,57.58,57.58,57.58,57.58,57.58
DE Burgess,64.29,64.29,64.29,64.29,64.29,64.29,64.29
SM Nash,90.91,90.91,90.91,90.91,90.91,90.91,90.91
BA Viraliliu,127.27,127.27,127.27,127.27,127.27,127.27,127.27
NRJ Croes,159.21,159.21,159.21,159.21,159.21,159.21,159.21
Akhil Kumar,128.12,128.12,128.12,128.12,128.12,128.12,128.12
K Klein,85.71,85.71,85.71,85.71,85.71,85.71,85.71
Shayan Jahangir,196.36,196.36,196.36,196.36,196.36,196.36,196.36
Adnan Idrees,27.27,27.27,27.27,27.27,27.27,27.27,27.27
GPK Wijesingha,138.89,138.89,138.89,138.89,138.89,138.89,138.89
Mohamed Shiyam,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Khin Aye,58.57,58.57,58.57,58.57,58.57,58.57,58.57
Ziaur Rehman,123.53,123.53,123.53,123.53,123.53,123.53,123.53
Pyae Phyo Wai,130.0,130.0,130.0,130.0,130.0,130.0,130.0
JJ Davidson,70.0,70.0,70.0,70.0,70.0,70.0,70.0
Myat Thu Aung,56.82,56.82,56.82,56.82,56.82,56.82,56.82
C Green,129.73,133.33,129.73,129.73,100.0,129.73,129.73
XC Bartlett,104.55,88.24,160.0,104.55,104.55,104.55,104.55
J Overton,110.34,116.67,100.0,110.34,50.0,110.34,110.34
JG Bethell,192.31,193.75,192.31,192.31,100.0,192.31,192.31
MJ Humphreys,90.0,57.14,90.0,90.0,166.67,90.0,90.0
MP Breetzke,103.85,103.85,103.85,103.85,103.85,103.85,103.85
M Choamba,79.63,79.63,79.63,79.63,79.63,79.63,79.63
L Berthe,90.91,90.91,90.91,90.91,90.91,90.91,90.91
F Baleri,90.0,90.0,90.0,90.0,90.0,90.0,90.0
L Monanthane,50.0,50.0,50.0,50.0,50.0,50.0,50.0
V Jayant,80.0,80.0,80.0,80.0,80.0,80.0,80.0
LS Barkania,45.0,45.0,45.0,45.0,45.0,45.0,45.0
P Zuze,81.67,81.67,81.67,81.67,81.67,81.67,81.67
N Tanner,117.07,117.07,117.07,117.07,117.07,117.07,117.07
AS Samra,123.53,123.53,123.53,123.53,123.53,123.53,123.53
J Tuffin,134.04,134.04,134.04,134.04,134.04,134.04,134.04
Aamir Lal,73.91,73.91,73.91,73.91,73.91,73.91,73.91
S Maduranga,72.37,72.37,72.37,72.37,72.37,72.37,72.37
Rhys Burinaga,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fazil Muhammad,60.87,60.87,60.87,60.87,60.87,60.87,60.87
Jun Hyunwoo,53.85,53.85,53.85,53.85,53.85,53.85,53.85
Alam Nakash,150.0,150.0,150.0,150.0,150.0,150.0,150.0
A Donovan,164.0,121.43,164.0,164.0,164.0,164.0,387.5
SR Mukkamalla,132.14,132.14,132.14,132.14,132.14,132.14,132.14
AA Paradkar,123.08,123.08,123.08,123.08,123.08,123.08,123.08
R Chopra,166.36,166.36,166.36,166.36,166.36,166.36,166.36
S Joseph,147.37,164.29,100.0,147.37,147.37,147.37,147.37
RW Hartley,42.86,42.86,42.86,42.86,42.86,42.86,42.86
Kawsar Khan,133.33,133.33,133.33,133.33,133.33,133.33,133.33
Yasar Haroon,143.75,143.75,143.75,143.75,143.75,143.75,143.75
MFI Assuncao,138.46,138.46,138.46,138.46,138.46,138.46,138.46
CC Machado,35.0,35.0,35.0,35.0,35.0,35.0,35.0
G Oliveira,64.29,64.29,64.29,64.29,64.29,64.29,64.29
LK Sharma,71.43,71.43,71.43,71.43,71.43,71.43,71.43
R Galgalikar,85.71,85.71,85.71,85.71,85.71,85.71,85.71
Luis Hermida,121.43,121.43,121.43,121.43,121.43,121.43,121.43
Tshering Tashi,53.66,53.66,53.66,53.66,53.66,53.66,53.66
FFJ Heo,50.0,50.0,50.0,50.0,50.0,50.0,50.0
DGAPD Wiswi,69.57,69.57,69.57,69.57,69.57,69.57,69.57
AP Yadav,124.0,124.0,124.0,124.0,124.0,124.0,124.0
S Gill,177.94,177.94,177.94,177.94,177.94,177.94,177.94
Jobayer Hossen,50.0,50.0,50.0,50.0,50.0,50.0,50.0
S Rukmal,30.77,30.77,30.77,30.77,30.77,30.77,30.77
Abubacarr Kuyateh,143.75,143.75,143.75,143.75,143.75,143.75,143.75
B Balala,64.0,64.0,64.0,64.0,64.0,64.0,64.0
D Gumyusenge,111.67,111.67,111.67,111.67,111.67,111.67,111.67
K Thuchila,16.67,16.67,16.67,16.67,16.67,16.67,16.67
SG Mangela,252.94,252.94,252.94,252.94,252.94,252.94,252.94
A Simelane,150.0,71.43,260.0,150.0,150.0,150.0,150.0
ZGF Foulkes,140.0,122.73,209.09,140.0,140.0,140.0,140.0
Hammad Mirza,165.0,146.88,166.67,165.0,165.0,165.0,280.0
Hein Zin Aung,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jahandad Khan,85.0,85.0,85.0,85.0,85.0,85.0,85.0
KK Lin Thu,72.73,72.73,72.73,72.73,72.73,72.73,72.73
N Salekar,103.7,103.7,103.7,103.7,103.7,103.7,103.7
M Chadha,197.92,197.92,197.92,197.92,197.92,197.92,197.92
D Parashar,129.57,133.03,66.67,129.57,129.57,129.57,129.57
NT Gireesh,78.26,78.26,78.26,78.26,78.26,78.26,78.26
M Kasselman,95.83,95.83,95.83,95.83,95.83,95.83,95.83
R Sandeep,84.62,84.62,84.62,84.62,84.62,84.62,84.62
Y Jalloh,114.29,114.29,114.29,114.29,114.29,114.29,114.29
AR Leo,110.0,110.0,110.0,110.0,110.0,110.0,110.0
M Khojbariya,138.1,138.1,138.1,138.1,138.1,138.1,138.1
B Isaac,66.67,66.67,66.67,66.67,66.67,66.67,66.67
A Yon,141.67,141.67,141.67,141.67,141.67,141.67,141.67
Tayyab Tahir,172.22,172.22,172.22,172.22,172.22,172.22,172.22
KY Wilfried,28.57,28.57,28.57,28.57,28.57,28.57,28.57
QF Djakaridja,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK Roger,27.27,27.27,27.27,27.27,27.27,27.27,27.27
TT Maposa,113.04,113.33,100.0,113.04,113.04,113.04,113.04
A Mustafa,121.74,121.74,121.74,121.74,121.74,121.74,121.74
Santiago Iturbe,57.14,57.14,57.14,57.14,57.14,57.14,57.14
Saim Ayub,151.72,151.72,151.72,151.72,151.72,151.72,151.72
M Raikes,157.69,157.69,157.69,157.69,157.69,157.69,157.69
S Koppolu,147.27,147.27,147.27,147.27,147.27,147.27,147.27
Saeed Waqar Ali,44.44,44.44,44.44,44.44,44.44,44.44,44.44
MJ Hay,190.91,147.06,190.91,340.0,190.91,190.91,190.91
WIA Fernando,76.47,78.57,76.47,76.47,76.47,66.67,76.47
Rudolph Fox,89.8,89.8,89.8,89.8,89.8,89.8,89.8
R Poojary,63.64,63.64,63.64,63.64,63.64,63.64,63.64
PK Mohanarangam,96.0,96.0,96.0,96.0,96.0,96.0,96.0
Y Jasti,33.33,33.33,33.33,33.33,33.33,33.33,33.33
A Oxley,61.54,61.54,61.54,61.54,61.54,61.54,61.54
Jonte Smith,64.29,64.29,64.29,64.29,64.29,64.29,64.29
YP Dayal,95.65,95.65,95.65,95.65,95.65,95.65,95.65
XSD Smith,105.26,105.26,105.26,105.26,105.26,105.26,105.26
RA Sealy,95.65,95.65,95.65,95.65,95.65,95.65,95.65
AR Naidoo,193.75,193.75,193.75,193.75,193.75,193.75,193.75
R Walker,62.5,62.5,62.5,62.5,62.5,62.5,62.5
ROC Dunka,90.38,90.38,90.38,90.38,90.38,90.38,90.38
S Foster,115.38,115.38,115.38,115.38,115.38,115.38,115.38
Khandubhai Ahir,33.33,33.33,33.33,33.33,33.33,33.33,33.33
R Davson,75.86,75.86,75.86,75.86,75.86,75.86,75.86
A Harris,54.55,54.55,54.55,54.55,54.55,54.55,54.55
LH Rodrigues,108.33,108.33,108.33,108.33,108.33,108.33,108.33
K Jaikaran,92.31,92.31,92.31,92.31,92.31,92.31,92.31
P Suman Bhai Ahir,46.67,46.67,46.67,46.67,46.67,46.67,46.67
DK Dahyabhai Ahir,70.73,70.73,70.73,70.73,70.73,70.73,70.73
Praveen Santhanakrishnan,175.0,175.0,175.0,175.0,175.0,175.0,175.0
DG Weakley,52.63,52.63,52.63,52.63,52.63,52.63,52.63
Sohel Ebrahim Desai,81.82,81.82,81.82,81.82,81.82,81.82,81.82
Sanjay Kumar Ahir,63.16,63.16,63.16,63.16,63.16,63.16,63.16
R Avery,78.57,78.57,78.57,78.57,78.57,78.57,78.57
V Shaw,44.44,44.44,44.44,44.44,44.44,44.44,44.44
V Hirlal,115.0,115.0,115.0,115.0,115.0,115.0,115.0
LF Muller,228.57,228.57,228.57,228.57,228.57,228.57,228.57
AAH Bhikari,18.18,18.18,18.18,18.18,18.18,18.18,18.18
J Baker,156.1,156.1,156.1,156.1,156.1,156.1,156.1
R Smith,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Manuel Iturbe,160.0,160.0,160.0,160.0,160.0,160.0,160.0
L Maximo,51.43,51.43,51.43,51.43,51.43,51.43,51.43
J Gallimore,72.73,72.73,72.73,72.73,72.73,72.73,72.73
RJ Pierre,116.67,116.67,116.67,116.67,116.67,116.67,116.67
Selim Salau,138.1,138.1,138.1,138.1,138.1,138.1,138.1
I Niyomugabo,156.86,156.86,156.86,156.86,156.86,156.86,156.86
S Sarthak,133.33,133.33,133.33,133.33,133.33,133.33,133.33
Wasim Ali,158.33,158.33,158.33,158.33,158.33,158.33,158.33
V Shukla,160.67,161.74,0.0,160.67,160.67,160.67,160.67
Mujeeb-ur-Rehman,72.84,72.84,72.84,72.84,72.84,72.84,72.84
Muhammad Asim,166.67,166.67,166.67,166.67,166.67,166.67,166.67
Muhammad Jawadullah,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Nawazish Akhtar,104.76,104.76,104.76,104.76,104.76,104.76,104.76
Firas Hussain,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Abhishek Sharma,204.76,200.0,204.76,204.76,214.29,204.76,204.76
Muhammad Usman (3),136.84,136.84,136.84,136.84,136.84,136.84,136.84
MP Ainsworth,82.05,82.05,82.05,82.05,82.05,82.05,82.05
TV Valivarthi,109.09,109.09,109.09,109.09,109.09,109.09,109.09
Niyas Pullariyil,94.44,94.44,94.44,94.44,94.44,94.44,94.44
Arsalan Arif,56.52,56.52,56.52,56.52,56.52,56.52,56.52
H Khogiyani,104.76,104.76,104.76,104.76,104.76,104.76,104.76
Sobu George,141.67,141.67,141.67,141.67,141.67,141.67,141.67
A Alexander,220.0,220.0,220.0,220.0,220.0,220.0,220.0
Ubaid Minhas,116.67,116.67,116.67,116.67,116.67,116.67,116.67
J Ramanandi,125.93,100.0,240.0,125.93,125.93,125.93,125.93
Ali Sheikh,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Ashish Gupta,63.64,63.64,63.64,63.64,63.64,63.64,63.64
PSRK Sudarshan,100.0,100.0,100.0,100.0,100.0,100.0,100.0
H Venkataram,122.73,122.73,122.73,122.73,122.73,122.73,122.73
Aslan Jafri,95.24,95.24,95.24,95.24,95.24,95.24,95.24
Abdul Samad,91.43,91.43,91.43,91.43,91.43,91.43,91.43
Agha Salman,126.19,121.62,126.19,266.67,126.19,126.19,114.29
Hassan Nawaz,159.65,159.65,159.65,159.65,159.65,159.65,159.65
K Tathgur,156.25,156.25,156.25,156.25,156.25,156.25,156.25
Faisal Raza,108.57,108.57,108.57,108.57,108.57,108.57,108.57
Vishal Sharma,76.92,76.92,76.92,76.92,76.92,76.92,76.92
R Hashu,136.96,136.96,136.96,136.96,136.96,136.96,136.96
U Shantu,131.25,131.25,131.25,131.25,131.25,131.25,131.25
Basir Ahamad,208.7,208.7,208.7,208.7,208.7,208.7,208.7
Kalhan Challu,141.67,141.67,141.67,141.67,141.67,141.67,141.67
Mohammad Abrar,72.73,72.73,72.73,72.73,72.73,72.73,72.73
Bipin Kumar,41.67,41.67,41.67,41.67,41.67,41.67,41.67
NT Rajendran,111.76,111.76,111.76,111.76,111.76,111.76,111.76
NK Yadav,269.57,269.57,269.57,269.57,269.57,269.57,269.57
D Panda,131.25,131.25,131.25,131.25,131.25,131.25,131.25
G Kuthalingham,58.33,58.33,58.33,58.33,58.33,58.33,58.33
R Johnson,50.0,50.0,50.0,50.0,50.0,50.0,50.0
O Sam Arthur,115.38,115.38,115.38,115.38,115.38,115.38,115.38
A Kuthalingham,108.33,108.33,108.33,108.33,108.33,108.33,108.33
M Turner,108.7,108.7,108.7,108.7,108.7,108.7,108.7
SP Krishnamurthi,148.57,148.57,148.57,148.57,148.57,148.57,148.57
R Edwards,40.0,40.0,40.0,40.0,40.0,40.0,40.0
Jaskaran Singh,194.23,194.23,194.23,194.23,194.23,194.23,194.23
Ali Nadeem,110.0,110.0,110.0,110.0,110.0,110.0,110.0
Shivam Sharma,184.62,184.62,184.62,184.62,184.62,184.62,184.62
Syed Faizan Tahir,70.0,70.0,70.0,70.0,70.0,70.0,70.0
G Gune,76.92,76.92,76.92,76.92,76.92,76.92,76.92
MA Sherry,118.75,118.75,118.75,118.75,118.75,118.75,118.75
C Sridev,127.27,127.27,127.27,127.27,127.27,127.27,127.27
Kashif Khan,11.76,11.76,11.76,11.76,11.76,11.76,11.76
P Thongsa,80.0,80.0,80.0,80.0,80.0,80.0,80.0
MJ Scotland,115.79,115.79,115.79,115.79,115.79,115.79,115.79
DPS Tyagi,136.84,136.84,136.84,136.84,136.84,136.84,136.84
Mehboob Ali,217.65,217.65,217.65,217.65,217.65,217.65,217.65
SB Patel,100.0,100.0,100.0,100.0,100.0,100.0,100.0
R Baruah,141.67,154.55,141.67,0.0,141.67,141.67,141.67
J Pickering,55.17,55.17,55.17,55.17,55.17,55.17,55.17
S Sugaya-Slater,84.62,84.62,84.62,84.62,84.62,84.62,84.62
Parvez Hossain Emon,164.71,164.71,164.71,164.71,164.71,164.71,164.71
Saghir Khan,155.88,155.88,155.88,155.88,155.88,155.88,155.88
Mansoor Safi,216.67,216.67,216.67,216.67,216.67,216.67,216.67
Hamid Safi,158.21,158.21,158.21,158.21,158.21,158.21,158.21
Rasheed Ali Mamadkhel,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Sheraz Sirwari,188.24,188.24,188.24,188.24,188.24,188.24,188.24
H Deshan,86.67,86.67,86.67,86.67,86.67,86.67,86.67
Iftikhar Kankhel,64.29,64.29,64.29,64.29,64.29,64.29,64.29
C Nunes,130.77,130.77,130.77,130.77,130.77,130.77,130.77
OJ Herrington,128.57,128.57,128.57,128.57,128.57,128.57,128.57
WG Jacks,106.25,106.25,106.25,106.25,106.25,106.25,106.25
OJR Groves,218.18,218.18,218.18,218.18,218.18,218.18,218.18
D Matla,46.15,46.15,46.15,46.15,46.15,46.15,46.15
Madhawa Basnayaka,90.91,90.91,90.91,90.91,90.91,90.91,90.91
Jordan O'Brien,166.67,166.67,166.67,166.67,166.67,166.67,166.67
Shakeel Zeb,130.0,130.0,130.0,130.0,130.0,130.0,130.0
A Dhabe,54.55,54.55,54.55,54.55,54.55,54.55,54.55
AD Dore,110.0,110.0,110.0,110.0,110.0,110.0,110.0
KU Carty,250.0,250.0,250.0,250.0,250.0,250.0,250.0
L McCarthy,106.67,106.67,106.67,106.67,106.67,106.67,106.67
Saqib Zulfiqar,178.57,178.57,178.57,178.57,178.57,178.57,178.57
Rupesh Singh,148.48,148.48,148.48,148.48,148.48,148.48,148.48
K Thagunna,52.63,52.63,52.63,52.63,52.63,52.63,52.63
Ali Nawaz,157.14,157.14,157.14,157.14,157.14,157.14,157.14
Rizwan Zahoor,77.78,77.78,77.78,77.78,77.78,77.78,77.78
Dayal Joy,90.91,90.91,90.91,90.91,90.91,90.91,90.91
Khalid Niazi,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BKB Corbin,122.22,122.22,122.22,122.22,122.22,122.22,122.22
Jamshid Nasiri,156.52,156.52,156.52,156.52,156.52,156.52,156.52
Rafiulah Alokozai,66.67,66.67,66.67,66.67,66.67,66.67,66.67
C Bosch,105.45,111.11,115.38,105.45,50.0,105.45,105.45
BJ Jacobs,121.43,121.43,121.43,121.43,121.43,121.43,121.43
TB Robinson,177.78,177.78,177.78,177.78,177.78,177.78,177.78
Kuldeep Gurjar,116.67,116.67,116.67,116.67,116.67,116.67,116.67
Bilal Ahmad Mir,120.93,120.93,120.93,120.93,120.93,120.93,120.93
Saurabh Kumar,25.0,25.0,25.0,25.0,25.0,25.0,25.0
K Babu,42.11,42.11,42.11,42.11,42.11,42.11,42.11
HMHE Parsons,227.27,227.27,227.27,227.27,227.27,227.27,227.27
Basharat Hussain,18.75,18.75,18.75,18.75,18.75,18.75,18.75
CJ Stamp,85.71,85.71,85.71,85.71,85.71,85.71,85.71
Lee Hyosin,53.85,53.85,53.85,53.85,53.85,53.85,53.85
Hasan Yanar,75.0,75.0,75.0,75.0,75.0,75.0,75.0
Serdar Burak Emir,133.33,133.33,133.33,133.33,133.33,133.33,133.33
J Wilson,216.67,216.67,216.67,216.67,216.67,216.67,216.67
Manan Bashir,410.0,410.0,410.0,410.0,410.0,410.0,410.0
MS Maker,167.35,167.35,167.35,167.35,167.35,167.35,167.35
A Augastin,137.5,137.5,137.5,137.5,137.5,137.5,137.5
Hassan Khan,159.26,159.26,159.26,159.26,159.26,159.26,159.26
V Jatinder Kumar,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Acrey Hugo,76.92,76.92,76.92,76.92,76.92,76.92,76.92
Kazim Somani,102.78,102.78,102.78,102.78,102.78,102.78,102.78
Adil Khan,76.19,76.19,76.19,76.19,76.19,76.19,76.19
SY Nihute,136.36,136.36,136.36,136.36,136.36,136.36,136.36
D Brevis,150.0,145.45,150.0,150.0,250.0,150.0,150.0
S Muthusamy,121.43,130.77,121.43,121.43,0.0,121.43,121.43
